"strata","time","n.risk","n.event","surv","std.err","lower","upper"
"Trt=Gr63aPlus",211.016666666667,15,1,0.358974358974359,0.076813421732728,0.236006037282531,0.546013957459852
"Trt=Gr63aPlus",218.416666666667,14,1,0.333333333333333,0.0754851356096397,0.21385507133155,0.519562666525922
"Trt=Gr63aPlus",222.333333333333,13,1,0.307692307692308,0.0739053017561941,0.192160730738891,0.492684201652324
"Trt=Gr63aPlus",230.283333333333,12,1,0.282051282051282,0.0720573767722301,0.170948927941021,0.465360775671074
"Trt=Gr63aPlus",230.933333333333,11,1,0.256410256410256,0.0699201076720338,0.150252805251543,0.437570662872522
"Trt=Gr63aPlus",233.066666666667,10,1,0.230769230769231,0.0674660014851561,0.130114847157317,0.409287940871455
"Trt=Gr63aPlus",233.083333333333,9,1,0.205128205128205,0.064658991995499,0.110590020951756,0.380482616577809
"Trt=Gr63aPlus",235.216666666667,8,1,0.179487179487179,0.0614507373861824,0.0917506030996143,0.351121916498862
"Trt=OrcoMinus",25.0333333333333,24,1,0.958333333333333,0.04078937543219,0.881631402331465,1
"Trt=OrcoMinus",27.5333333333333,23,1,0.916666666666667,0.0564169333655275,0.81250044137222,1
"Trt=OrcoMinus",35.8833333333333,22,1,0.875,0.0675077156084152,0.752205367727069,1
"Trt=OrcoMinus",38.2833333333333,21,1,0.833333333333333,0.0760725774312731,0.696811066859315,0.996603638306812
"Trt=OrcoMinus",40.3666666666667,20,1,0.791666666666667,0.0828981693493981,0.644777814650912,0.972018727800724
"Trt=OrcoMinus",41.2333333333333,19,1,0.75,0.0883883476483184,0.595314141904077,0.944879283735604
"Trt=OrcoMinus",42.4333333333333,18,1,0.708333333333333,0.0927804806658846,0.547953518156964,0.915654511716058
"Trt=OrcoMinus",46.1833333333333,17,1,0.666666666666667,0.0962250448649376,0.502398554195833,0.884645150215145
"Trt=OrcoMinus",47.0166666666667,16,1,0.625,0.0988211768802619,0.458451329088917,0.852053370150091
"Trt=OrcoMinus",47.8,15,1,0.583333333333333,0.100634560737427,0.415978205152657,0.818018284522626
"Trt=OrcoMinus",52.2333333333333,14,1,0.541666666666667,0.101707073026922,0.374890669952753,0.782635582301249
"Trt=OrcoMinus",54.8166666666667,13,1,0.5,0.102062072615966,0.335134560862698,0.745969020194319
"Trt=OrcoMinus",55.2333333333333,12,1,0.458333333333333,0.101707073026922,0.296684203383067,0.708057395874262
